Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
TREE HOUSE,"1,970,000","1,474.67","1,336",Oct-24,CHESTNUT AVENUE,Resale,Strata,137.0,"14,380",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"838,000",495.14,"1,692",Oct-24,LAKESIDE DRIVE,Resale,Strata,46.0,"18,217",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,16 to 20
PARC VISTA,"1,228,228","1,054.87","1,164",Oct-24,CORPORATION ROAD,Resale,Strata,98.0,"12,533",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
KINGSFORD . HILLVIEW PEAK,"1,040,000","1,087.16",957,Oct-24,HILLVIEW RISE,Resale,Strata,101.0,"10,297",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
JARDIN,"2,130,000","1,097.93","1,940",Oct-24,DUNEARN ROAD,Resale,Strata,102.0,"20,882",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
PARC VISTA,"1,398,000","1,248.62","1,120",Oct-24,CORPORATION ROAD,Resale,Strata,116.0,"12,052",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
THE SKYWOODS,"1,150,000",710.42,"1,619",Oct-24,DAIRY FARM HEIGHTS,Resale,Strata,66.0,"17,424",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
THE TENNERY,"808,000",613.55,"1,317",Oct-24,WOODLANDS ROAD,Resale,Strata,57.0,"14,175",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,11 to 15
LAKEHOLMZ,"1,588,000","1,237.86","1,283",Oct-24,CORPORATION ROAD,Resale,Strata,115.0,"13,809",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15
KINGSFORD . HILLVIEW PEAK,"1,640,000","1,097.93","1,494",Oct-24,HILLVIEW RISE,Resale,Strata,102.0,"16,078",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
LE QUEST,"1,452,000",936.47,"1,551",Oct-24,BUKIT BATOK STREET 41,Resale,Strata,87.0,"16,690",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
THE DAIRY FARM,"3,318,000","2,131.27","1,557",Oct-24,DAIRY FARM ROAD,Resale,Strata,198.0,"16,758",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
GRAND CHATEAU,"1,850,000","1,259.39","1,469",Oct-24,JALAN RAJAWALI,Resale,Strata,117.0,"15,812",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
J GATEWAY,"1,310,000",602.78,"2,173",Oct-24,GATEWAY DRIVE,Resale,Strata,56.0,"23,393",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,31 to 35
MI CASA,"1,430,000","1,270.15","1,126",Oct-24,CHOA CHU KANG AVENUE 3,Resale,Strata,118.0,"12,119",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,11 to 15
HILLVIEW REGENCY,"1,342,500","1,108.69","1,211",Oct-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,103.0,"13,034",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
LAKEPOINT CONDOMINIUM,"2,200,000","2,734.06",805,Oct-24,LAKEPOINT DRIVE,Resale,Strata,254.0,"8,661",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,11 to 15
NORTHVALE,"1,325,000","1,270.15","1,043",Oct-24,CHOA CHU KANG LOOP,Resale,Strata,118.0,"11,229",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
THE RAINTREE,"1,780,000","1,280.92","1,390",Oct-24,BUKIT DRIVE,Resale,Strata,119.0,"14,958",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
THE HILLFORD,"702,000",505.91,"1,388",Oct-24,JALAN JURONG KECHIL,Resale,Strata,47.0,"14,936",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
NORTHVALE,"1,070,000","1,033.34","1,035",Oct-24,CHOA CHU KANG LOOP,Resale,Strata,96.0,"11,146",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
SHERWOOD TOWER,"1,860,000","1,829.88","1,016",Oct-24,JALAN ANAK BUKIT,Resale,Strata,170.0,"10,941",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,06 to 10
HILLVIEW GREEN,"1,900,000","1,302.44","1,459",Oct-24,HUME AVENUE,Resale,Strata,121.0,"15,702",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10
SIGNATURE PARK,"2,355,000","1,420.85","1,657",Oct-24,TOH TUCK ROAD,Resale,Strata,132.0,"17,841",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
FORESQUE RESIDENCES,"2,650,000","1,959.05","1,353",Oct-24,PETIR ROAD,Resale,Strata,182.0,"14,560",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
REGENT HEIGHTS,"1,070,000","1,022.58","1,046",Oct-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,95.0,"11,263",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,06 to 10
GRAND REGENCY,"1,900,000","1,119.46","1,697",Oct-24,JALAN RAJAWALI,Resale,Strata,104.0,"18,269",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE DAIRY FARM,"2,038,000","1,280.92","1,591",Oct-24,DAIRY FARM ROAD,Resale,Strata,119.0,"17,126",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
J GATEWAY,"1,033,000",527.44,"1,959",Oct-24,GATEWAY DRIVE,Resale,Strata,49.0,"21,082",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,16 to 20
PANDAN VALLEY,"3,865,000","2,669.47","1,448",Oct-24,PANDAN VALLEY,Resale,Strata,248.0,"15,585",-,Condominium,1,Freehold,21,Rest of Central Region,11 to 15
HILLVIEW REGENCY,"1,080,000",968.76,"1,115",Oct-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,90.0,"12,000",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
PARC ROSEWOOD,"675,000",430.56,"1,568",Oct-24,ROSEWOOD DRIVE,Resale,Strata,40.0,"16,875",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC PALAIS,"1,980,000","1,237.86","1,600",Oct-24,HUME AVENUE,Resale,Strata,115.0,"17,217",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
LE WOOD,"1,600,000","1,237.86","1,293",Oct-24,HINDHEDE DRIVE,Resale,Strata,115.0,"13,913",-,Condominium,1,99 yrs lease commencing from 1999,21,Outside Central Region,01 to 05
LAKE GRANDE,"1,260,000",818.06,"1,540",Oct-24,JURONG LAKE LINK,Resale,Strata,76.0,"16,579",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,16 to 20
LE QUEST,"1,500,000",936.47,"1,602",Oct-24,BUKIT BATOK STREET 41,Resale,Strata,87.0,"17,241",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15
GLENDALE PARK,"1,770,000","1,184.04","1,495",Oct-24,HILLVIEW AVENUE,Resale,Strata,110.0,"16,091",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
HILLVIEW HEIGHTS,"2,820,000","1,679.18","1,679",Oct-24,HILLVIEW AVENUE,Resale,Strata,156.0,"18,077",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
HILLVIEW REGENCY,"1,200,000","1,119.46","1,072",Oct-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,104.0,"11,538",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
VERDALE,"2,200,000","1,001.05","2,198",Oct-24,DE SOUZA AVENUE,Resale,Strata,93.0,"23,656",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE TENNERY,"818,000",613.55,"1,333",Oct-24,WOODLANDS ROAD,Resale,Strata,57.0,"14,351",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
THE CENTRIS,"2,040,000","1,302.44","1,566",Oct-24,JURONG WEST CENTRAL 3,Resale,Strata,121.0,"16,860",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
GLENDALE PARK,"2,060,000","1,216.33","1,694",Oct-24,HILLVIEW AVENUE,Resale,Strata,113.0,"18,230",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
THE LAKESHORE,"1,970,000","1,593.07","1,237",Oct-24,JURONG WEST STREET 41,Resale,Strata,148.0,"13,311",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,01 to 05
PARC ROSEWOOD,"653,000",430.56,"1,517",Oct-24,ROSEWOOD DRIVE,Resale,Strata,40.0,"16,325",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASHEW HEIGHTS CONDOMINIUM,"2,488,000","1,657.66","1,501",Sep-24,CASHEW ROAD,Resale,Strata,154.0,"16,156",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,11 to 15
MAYFAIR GARDENS,"1,580,000",753.48,"2,097",Sep-24,RIFLE RANGE ROAD,Resale,Strata,70.0,"22,571",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
HILLVIEW REGENCY,"1,360,000","1,194.8","1,138",Sep-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,111.0,"12,252",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
WOODHAVEN,"1,398,000","1,119.46","1,249",Sep-24,WOODGROVE AVENUE,Resale,Strata,104.0,"13,442",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PINE GROVE,"1,830,000","1,754.53","1,043",Sep-24,PINE GROVE,Resale,Strata,163.0,"11,227",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05
THE TENNERY,"1,150,000",861.12,"1,335",Sep-24,WOODLANDS ROAD,Resale,Strata,80.0,"14,375",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
HIGH OAK CONDOMINIUM,"1,650,000","1,227.1","1,345",Sep-24,TOH TUCK ROAD,Resale,Strata,114.0,"14,474",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"780,000",516.67,"1,510",Sep-24,HILLVIEW RISE,Resale,Strata,48.0,"16,250",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
HILLVIEW REGENCY,"1,420,000","1,194.8","1,188",Sep-24,BUKIT BATOK EAST AVENUE 2,Resale,Strata,111.0,"12,793",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
SHERWOOD TOWER,"1,830,000","1,829.88","1,000",Sep-24,JALAN ANAK BUKIT,Resale,Strata,170.0,"10,765",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,06 to 10
PARC ROSEWOOD,"638,888",430.56,"1,484",Sep-24,ROSEWOOD DRIVE,Resale,Strata,40.0,"15,972",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,448,000",925.7,"1,564",Sep-24,HINDHEDE WALK,Resale,Strata,86.0,"16,837",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
THE NEXUS,"3,183,000","1,345.5","2,366",Sep-24,BUKIT TIMAH ROAD,Resale,Strata,125.0,"25,464",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
CAVENDISH PARK,"1,650,000",925.7,"1,782",Sep-24,PINE GROVE,Resale,Strata,86.0,"19,186",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,11 to 15
WOODHAVEN,"890,000",699.66,"1,272",Sep-24,WOODGROVE AVENUE,Resale,Strata,65.0,"13,692",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"670,888",505.91,"1,326",Sep-24,ROSEWOOD DRIVE,Resale,Strata,47.0,"14,274",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC PALAIS,"1,980,000","1,205.57","1,642",Sep-24,HUME AVENUE,Resale,Strata,112.0,"17,679",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE HILLIER,"800,000",516.67,"1,548",Sep-24,HILLVIEW RISE,Resale,Strata,48.0,"16,667",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
SHERWOOD TOWER,"1,600,000","1,496.2","1,069",Sep-24,JALAN ANAK BUKIT,Resale,Strata,139.0,"11,511",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,26 to 30
THE LAKESHORE,"1,600,000","1,108.69","1,443",Sep-24,JURONG WEST STREET 41,Resale,Strata,103.0,"15,534",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
PARC ROSEWOOD,"680,000",516.67,"1,316",Sep-24,ROSEWOOD DRIVE,Resale,Strata,48.0,"14,167",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"924,000",936.47,987,Sep-24,BUKIT BATOK STREET 25,Resale,Strata,87.0,"10,621",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
PALM GARDENS,"1,280,000","1,205.57","1,062",Sep-24,HONG SAN WALK,Resale,Strata,112.0,"11,429",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
HILLVIEW GREEN,"2,050,000","1,302.44","1,574",Sep-24,HUME AVENUE,Resale,Strata,121.0,"16,942",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10
PALM GARDENS,"1,230,000","1,205.57","1,020",Sep-24,HONG SAN WALK,Resale,Strata,112.0,"10,982",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
PARC ROSEWOOD,"806,000",602.78,"1,337",Sep-24,ROSEWOOD DRIVE,Resale,Strata,56.0,"14,393",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
LAKE GRANDE,"1,270,000",721.19,"1,761",Sep-24,JURONG LAKE LINK,Resale,Strata,67.0,"18,955",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
SUITES AT BUKIT TIMAH,"1,038,888",753.48,"1,379",Sep-24,JALAN JURONG KECHIL,Resale,Strata,70.0,"14,841",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE HILLIER,"1,100,000",624.31,"1,762",Sep-24,HILLVIEW RISE,Resale,Strata,58.0,"18,966",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
SIGNATURE PARK,"1,728,000","1,054.87","1,638",Sep-24,TOH TUCK ROAD,Resale,Strata,98.0,"17,633",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
TREE HOUSE,"2,291,500","1,636.13","1,401",Sep-24,CHESTNUT AVENUE,Resale,Strata,152.0,"15,076",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
SPRINGDALE CONDOMINIUM,"1,880,000","1,130.22","1,663",Sep-24,HINDHEDE WALK,Resale,Strata,105.0,"17,905",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
REGENT HEIGHTS,"1,160,000","1,162.51",998,Sep-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108.0,"10,741",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,06 to 10
LAKE GRANDE,"1,468,000",775.01,"1,894",Sep-24,JURONG LAKE LINK,Resale,Strata,72.0,"20,389",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
MAYSPRINGS,"1,780,000","1,399.32","1,272",Sep-24,PETIR ROAD,Resale,Strata,130.0,"13,692",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,21 to 25
THE CREEK @ BUKIT,"1,700,000","1,291.68","1,316",Sep-24,TOH TUCK ROAD,Resale,Strata,120.0,"14,167",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
WOODHAVEN,"1,400,888","1,173.28","1,194",Sep-24,WOODGROVE AVENUE,Resale,Strata,109.0,"12,852",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
VERDALE,"2,090,000","1,001.05","2,088",Sep-24,DE SOUZA AVENUE,Resale,Strata,93.0,"22,473",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
THE HILLIER,"818,000",516.67,"1,583",Sep-24,HILLVIEW RISE,Resale,Strata,48.0,"17,042",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
REGENT HEIGHTS,"990,000","1,022.58",968,Sep-24,BUKIT BATOK EAST AVENUE 5,Resale,Strata,95.0,"10,421",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,16 to 20
LAKEHOLMZ,"1,550,000","1,248.62","1,241",Sep-24,CORPORATION ROAD,Resale,Strata,116.0,"13,362",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"2,130,000","2,357.32",904,Sep-24,WOODGROVE DRIVE,Resale,Strata,219.0,"9,726",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
CAVENDISH PARK,"1,943,888","1,270.15","1,530",Sep-24,PINE GROVE,Resale,Strata,118.0,"16,474",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05
HUME PARK II,"2,550,000","1,474.67","1,729",Sep-24,HUME AVENUE,Resale,Strata,137.0,"18,613",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
THE WARREN,"1,440,000","1,216.33","1,184",Sep-24,CHOA CHU KANG LOOP,Resale,Strata,113.0,"12,743",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
ECO SANCTUARY,"2,290,000","1,603.84","1,428",Sep-24,CHESTNUT AVENUE,Resale,Strata,149.0,"15,369",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,21 to 25
THE LANAI,"1,980,000","1,184.04","1,672",Sep-24,HILLVIEW AVENUE,Resale,Strata,110.0,"18,000",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
KINGSFORD . HILLVIEW PEAK,"855,000",645.84,"1,324",Sep-24,HILLVIEW RISE,Resale,Strata,60.0,"14,250",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
SOUTHAVEN II,"2,300,000","1,313.21","1,751",Sep-24,HINDHEDE WALK,Resale,Strata,122.0,"18,852",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
THE CREEK @ BUKIT,"1,388,000",785.77,"1,766",Sep-24,TOH TUCK ROAD,Resale,Strata,73.0,"19,014",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE WARREN,"1,414,000","1,216.33","1,163",Sep-24,CHOA CHU KANG LOOP,Resale,Strata,113.0,"12,513",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
MAYSPRINGS,"1,530,000","1,377.79","1,110",Sep-24,PETIR ROAD,Resale,Strata,128.0,"11,953",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
TERRENE AT BUKIT TIMAH,"1,810,000",914.94,"1,978",Sep-24,JALAN JURONG KECHIL,Resale,Strata,85.0,"21,294",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
THE JADE,"1,980,000","1,614.6","1,226",Sep-24,BUKIT BATOK CENTRAL LINK,Resale,Strata,150.0,"13,200",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,21 to 25
PARKVIEW APARTMENTS,"945,000",979.52,965,Sep-24,BUKIT BATOK STREET 25,Resale,Strata,91.0,"10,385",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,11 to 15
PARC VISTA,"1,150,000","1,076.4","1,068",Sep-24,CORPORATION ROAD,Resale,Strata,100.0,"11,500",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
LAKEHOLMZ,"1,535,000","1,248.62","1,229",Sep-24,CORPORATION ROAD,Resale,Strata,116.0,"13,233",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"1,115,000","1,087.16","1,026",Sep-24,BUKIT BATOK STREET 25,Resale,Strata,101.0,"11,040",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
LAKE GRANDE,"918,000",516.67,"1,777",Sep-24,JURONG LAKE LINK,Resale,Strata,48.0,"19,125",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
THE WARREN,"1,505,000","1,237.86","1,216",Sep-24,CHOA CHU KANG LOOP,Resale,Strata,115.0,"13,087",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,06 to 10
SIGNATURE PARK,"2,470,000","1,420.85","1,738",Sep-24,TOH TUCK ROAD,Resale,Strata,132.0,"18,712",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
HILLTOP GROVE,"1,180,000","1,011.82","1,166",Sep-24,HILLVIEW AVENUE,Resale,Strata,94.0,"12,553",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
CENTURY MANSIONS,"1,300,000",936.47,"1,388",Sep-24,JALAN REMAJA,Resale,Strata,87.0,"14,943",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
DAINTREE RESIDENCE,"2,100,000","1,001.05","2,098",Sep-24,TOH TUCK ROAD,Resale,Strata,93.0,"22,581",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
CENTURY MANSIONS,"1,300,000",936.47,"1,388",Sep-24,JALAN REMAJA,Resale,Strata,87.0,"14,943",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE CENTRIS,"2,090,000","1,237.86","1,688",Sep-24,JURONG WEST CENTRAL 3,Resale,Strata,115.0,"18,174",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
LAKEHOLMZ,"1,540,000","1,237.86","1,244",Sep-24,CORPORATION ROAD,Resale,Strata,115.0,"13,391",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15
DAINTREE RESIDENCE,"1,670,000",775.01,"2,155",Sep-24,TOH TUCK ROAD,Resale,Strata,72.0,"23,194",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
PALM GARDENS,"1,560,000","1,431.61","1,090",Sep-24,HONG SAN WALK,Resale,Strata,133.0,"11,729",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
HILLINGTON GREEN,"2,980,000","2,464.96","1,209",Sep-24,HILLVIEW AVENUE,Resale,Strata,229.0,"13,013",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,06 to 10
ROSEWOOD SUITES,"810,000",656.6,"1,234",Sep-24,ROSEWOOD DRIVE,Resale,Strata,61.0,"13,279",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
THE HILLIER,"930,000",624.31,"1,490",Sep-24,HILLVIEW RISE,Resale,Strata,58.0,"16,034",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
ENG KONG GREEN,"1,260,000",839.59,"1,501",Sep-24,ENG KONG CRESCENT,Resale,Strata,78.0,"16,154",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
TREE HOUSE,"1,158,000",796.54,"1,454",Sep-24,CHESTNUT AVENUE,Resale,Strata,74.0,"15,649",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,16 to 20
THE STERLING,"3,294,000","1,463.9","2,250",Sep-24,BUKIT TIMAH ROAD,Resale,Strata,136.0,"24,221",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
SYMPHONY HEIGHTS,"2,580,000","1,539.25","1,676",Sep-24,HUME AVENUE,Resale,Strata,143.0,"18,042",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
THE HILLIER,"1,360,000",807.3,"1,685",Sep-24,HILLVIEW RISE,Resale,Strata,75.0,"18,133",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
TREE HOUSE,"1,240,000",861.12,"1,440",Sep-24,CHESTNUT AVENUE,Resale,Strata,80.0,"15,500",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
THE MADEIRA,"1,655,888","1,345.5","1,231",Sep-24,BUKIT BATOK STREET 31,Resale,Strata,125.0,"13,247",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
SIGNATURE PARK,"2,320,000","1,356.26","1,711",Sep-24,TOH TUCK ROAD,Resale,Strata,126.0,"18,413",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
MAYSPRINGS,"1,420,000","1,323.97","1,073",Sep-24,PETIR ROAD,Resale,Strata,123.0,"11,545",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
HILLSTA,"710,000",538.2,"1,319",Sep-24,PHOENIX ROAD,Resale,Strata,50.0,"14,200",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
GARDENVISTA,"2,200,000","1,173.28","1,875",Sep-24,DUNEARN ROAD,Resale,Strata,109.0,"20,183",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
J GATEWAY,"988,000",473.62,"2,086",Sep-24,GATEWAY DRIVE,Resale,Strata,44.0,"22,455",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,26 to 30
NORTHVALE,"1,170,000","1,087.16","1,076",Sep-24,CHOA CHU KANG LOOP,Resale,Strata,101.0,"11,584",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,06 to 10
BUKIT REGENCY,"2,410,000","1,528.49","1,577",Sep-24,UPPER BUKIT TIMAH VIEW,Resale,Strata,142.0,"16,972",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE HILLFORD,"598,000",398.27,"1,502",Sep-24,JALAN JURONG KECHIL,Resale,Strata,37.0,"16,162",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
THE MAYFAIR,"1,411,088","1,184.04","1,192",Sep-24,JURONG EAST STREET 32,Resale,Strata,110.0,"12,828",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,01 to 05
PALM GARDENS,"1,888,888","1,937.52",975,Sep-24,HONG SAN WALK,Resale,Strata,180.0,"10,494",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
PARC ROSEWOOD,"668,000",430.56,"1,551",Sep-24,ROSEWOOD DRIVE,Resale,Strata,40.0,"16,700",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
FORESQUE RESIDENCES,"1,045,000",667.37,"1,566",Sep-24,PETIR ROAD,Resale,Strata,62.0,"16,855",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
WOODGROVE CONDOMINIUM,"1,650,000","1,614.6","1,022",Sep-24,WOODGROVE DRIVE,Resale,Strata,150.0,"11,000",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
